Lot Area,Year Built,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,SalePrice
11104,1969,599,1427,1427,0,1427,2,0,4,7,0,2,516,183
11050,1968,1439,1740,1740,0,1740,1,1,4,8,1,2,512,150
11040,1971,602,1258,1258,0,1258,2,0,3,5,0,2,528,145
15387,1967,723,1620,1620,0,1620,2,0,4,8,1,2,578,215
9750,1965,1625,1625,1625,0,1625,2,0,4,8,0,2,484,140.5
10800,1974,384,1522,1548,1066,2614,2,1,4,9,1,2,624,240
8814,1968,0,732,732,732,1464,1,1,4,7,0,2,470,141
8872,1965,317,912,912,0,912,1,0,2,5,0,2,576,147
8125,1965,196,912,925,0,925,1,0,3,5,0,2,576,135
11072,1965,1728,1728,1728,0,1728,2,0,6,10,0,2,576,145
13101,1965,1497,1728,1728,0,1728,2,0,6,10,0,2,576,142.6
9246,1973,1656,1656,1656,0,1656,2,0,4,8,0,2,506,135
13355,1971,242,825,845,825,1670,1,1,4,7,0,2,464,170
8963,1976,487,1142,1175,1540,2715,3,1,4,11,2,2,831,299.8
9120,1974,459,901,943,933,1876,2,1,4,8,1,2,540,185
9130,1966,336,800,800,832,1632,1,1,4,7,0,2,484,173
12122,1961,77,944,999,0,999,1,0,3,6,0,2,588,178.4
9900,1968,280,832,1098,880,1978,2,1,4,9,1,2,486,176
7785,1956,0,0,1014,0,1014,1,0,2,6,0,1,267,98
8593,1957,619,907,907,0,907,1,0,3,5,0,1,352,109.008
8475,1956,724,952,952,0,952,1,0,2,4,0,1,283,135.75
8700,1963,344,1120,1128,0,1128,2,0,3,6,0,2,525,155
10175,1964,935,1425,1425,0,1425,2,0,3,7,1,2,576,180.5
9020,1966,276,1127,1165,0,1165,1,1,3,6,0,2,490,174.9
9200,1965,244,1136,1136,0,1136,1,0,3,5,1,1,384,140
8250,1964,305,1092,1092,0,1092,1,0,3,6,0,2,504,145
9350,1965,586,1219,1265,0,1265,2,0,3,6,1,2,502,179.9
9020,1964,288,1248,1350,0,1350,1,1,3,6,0,2,520,168.5
9900,1961,1114,1114,1114,0,1114,1,0,3,5,0,2,451,140
10007,1959,247,1053,1053,0,1053,1,1,3,5,0,1,312,145.5
10721,1959,1252,1252,1252,0,1252,1,0,3,7,0,2,528,142
12493,1960,375,1100,1100,0,1100,1,0,3,6,1,1,312,141
11332,1960,590,1118,1118,0,1118,1,0,3,6,0,1,264,153
6627,1949,0,0,720,0,720,1,0,2,4,0,1,287,72.5
4130,1935,270,270,729,0,729,1,0,2,5,0,0,0,52
7420,1939,140,991,1077,0,1077,1,0,2,5,2,1,205,118
4882,1937,228,348,453,453,906,1,0,2,5,0,1,231,87
9600,1960,638,1296,1496,0,1496,2,0,3,6,0,2,450,141.5
9600,1950,752,1032,1032,220,1252,1,0,3,6,0,1,288,119
9600,1950,232,572,1337,0,1337,1,0,3,7,1,1,264,141.5
9600,1955,161,992,1661,0,1661,1,0,3,8,1,1,377,165.5
7584,1953,505,1036,1036,0,1036,1,0,3,5,0,1,312,112.9
13700,1965,410,864,902,918,1820,1,2,4,8,2,2,492,201.8
10197,1961,700,1362,1362,0,1362,1,1,3,6,1,2,504,163
7875,1961,572,1144,1144,0,1144,1,0,3,6,0,2,456,139.95
8400,1962,1319,1319,1537,0,1537,1,1,3,7,1,2,462,174
9150,1962,728,1099,1431,0,1431,1,0,3,6,1,1,296,165
14670,1966,529,1104,1104,884,1988,2,1,4,9,1,2,480,227
7390,1955,196,1098,1098,0,1098,1,0,3,6,0,1,260,135
9204,1963,247,1144,1144,0,1144,1,1,3,6,0,1,336,124
7763,1962,319,931,1283,0,1283,1,0,3,6,0,2,506,140
8856,1957,503,1176,1176,0,1176,1,0,3,6,2,1,292,136.5
9840,1959,195,1248,1440,0,1440,2,0,2,7,0,1,480,185
9120,1958,599,1261,1261,0,1261,1,0,3,6,1,2,433,163
13200,1958,437,1395,1570,0,1570,1,0,3,5,1,2,441,166.8
9000,1956,580,1196,1196,0,1196,1,0,2,6,1,1,297,139
11900,1957,352,1392,1392,0,1392,1,1,3,6,2,2,458,166
9464,1958,510,1080,1080,0,1080,1,0,3,5,0,1,288,136
10425,1956,330,1104,1104,0,1104,1,0,3,5,0,1,384,133
11556,1952,572,720,882,0,882,1,0,2,4,0,1,240,116
9373,1953,456,1152,1152,0,1152,1,1,3,6,0,2,636,137.5
12774,1953,232,984,950,0,950,1,0,2,5,0,2,400,130
14250,1957,998,998,1790,0,1790,2,0,3,6,2,2,540,180
7350,1951,100,952,952,0,952,1,0,2,4,0,2,840,139
7677,1953,203,773,773,0,773,1,0,2,4,0,1,240,110
8838,1957,0,0,1764,0,1764,2,1,4,7,1,1,301,100
8480,1947,390,832,832,384,1216,1,0,2,6,0,1,336,118.5
12436,1957,1824,1824,1824,0,1824,2,0,5,9,0,2,484,146
10122,1948,0,0,869,0,869,1,0,1,3,0,1,390,89.9
7506,1925,747,747,747,412,1159,1,0,3,5,0,1,288,114
10930,1945,333,913,1048,510,1558,1,1,3,6,1,1,288,140
5400,1940,672,672,672,0,672,1,0,2,4,0,1,308,86.9
10836,1922,892,892,1254,182,1436,1,0,3,7,1,4,1488,139
10800,1900,0,0,694,600,1294,2,0,3,7,0,0,0,106.25
9247,1962,539,858,858,858,1716,1,1,4,8,1,2,490,171
10180,1968,168,912,1044,0,1044,1,1,3,5,1,2,372,139
11355,1958,675,1312,1312,0,1312,1,1,3,6,1,2,495,186
10920,1960,520,1253,1253,0,1253,1,1,2,5,1,1,352,157
12929,1960,384,1081,1081,0,1081,1,0,3,5,0,1,401,148
27650,1960,160,585,2069,0,2069,2,0,4,9,1,2,505,242
8892,1953,105,105,910,0,910,1,0,3,5,0,2,414,116
7200,1951,444,876,876,0,876,1,0,2,5,1,2,576,94
7200,1950,0,0,1048,0,1048,1,0,3,7,0,2,420,98.3
7910,1960,409,1075,1507,0,1507,2,0,4,7,0,1,404,127
8000,1959,292,1256,1256,0,1256,1,1,3,6,0,1,311,159
8000,1962,188,1027,1027,0,1027,1,0,3,6,0,1,299,125.9
7931,1960,363,1269,1269,0,1269,1,1,3,6,1,1,308,155
8064,1948,453,768,819,501,1320,2,0,3,5,0,2,576,138
6390,1954,936,936,984,0,984,1,0,2,4,0,1,280,112.5
7227,1954,832,832,832,0,832,1,0,2,4,0,2,528,105.5
7200,1954,181,854,854,424,1278,1,0,4,6,0,1,240,127.5
8513,1961,1800,1800,1800,0,1800,2,0,6,10,0,0,0,130
7200,1955,398,768,1024,564,1588,1,1,3,6,0,2,480,150
7200,1954,825,825,825,0,825,1,0,2,4,0,1,350,109.5
7056,1963,380,780,983,813,1796,1,1,4,8,1,2,483,140
9760,1964,0,780,798,813,1611,1,1,4,7,0,2,442,167.9
7590,1963,1117,1117,1117,0,1117,1,0,3,6,0,1,264,136.87
9836,2008,96,192,1133,0,1133,1,0,3,7,0,1,308,143
5232,1925,680,680,764,0,764,1,0,2,4,0,2,504,73
10440,1904,650,650,958,581,1539,2,0,3,8,1,2,686,157.5
9184,1948,780,780,948,375,1323,1,0,3,6,0,2,400,122.6
4800,1910,680,680,680,680,1360,1,0,2,6,0,1,330,111
10440,1920,1017,1510,1584,1208,2792,2,0,5,8,2,2,520,256
4800,1940,672,672,672,0,672,1,0,2,4,0,1,256,64
6000,1915,728,728,728,728,1456,1,1,4,7,0,1,308,139.5
11426,1910,828,828,828,658,1594,2,0,3,9,0,0,0,118
11426,2003,1362,1362,1362,720,2082,2,1,3,6,0,2,484,200
7628,1940,801,801,1095,561,1656,2,0,2,8,0,2,440,119.164
7308,1920,576,936,960,780,1740,1,0,2,6,1,1,225,122.25
5400,1920,931,931,1027,0,1027,1,0,2,5,1,0,0,120
10800,1940,294,884,884,552,1436,2,0,3,8,2,2,828,155
6756,1910,481,481,899,0,899,1,0,2,5,0,1,200,78
5914,1890,684,684,684,396,1080,1,0,3,5,0,0,0,95
6000,1948,516,789,789,0,789,1,0,2,5,0,1,250,115
12000,1948,172,924,1122,0,1122,1,0,2,6,0,2,528,147
9000,1946,459,904,904,595,1499,1,0,3,5,1,3,869,140
7311,1946,407,407,407,0,407,1,0,1,3,0,1,297,46.5
6000,1957,620,928,928,0,928,1,0,3,5,0,1,288,112.5
6000,1954,901,901,901,0,901,1,0,2,4,0,1,281,107.9
12205,1949,448,448,1588,0,1588,2,0,5,6,0,0,0,65
18386,1880,1470,1470,1675,1818,3493,3,0,3,10,1,3,870,295
9142,1900,797,797,830,797,1627,2,0,4,10,0,2,420,139.5
12665,1915,876,876,876,540,1416,1,1,4,7,1,3,720,153.9
5350,1920,508,624,730,720,1450,1,0,3,7,0,1,288,132
4571,1916,624,624,624,720,1344,1,0,4,7,0,3,513,98
9143,1900,346,346,709,308,1017,1,0,2,5,0,1,308,114
9600,1920,739,973,1377,973,2350,2,0,4,10,0,2,393,130
9600,1917,416,735,1134,924,2058,1,1,3,8,1,2,396,129.5
6000,1905,572,572,884,656,1540,1,1,3,7,0,0,0,129.4
9600,1928,548,689,689,689,1378,2,0,3,7,1,2,360,161
10800,1905,482,482,1221,691,1912,2,0,3,7,1,2,672,163
6300,1914,742,742,742,742,1484,2,0,3,9,1,0,0,128
5250,1872,425,684,938,1215,2358,2,0,4,8,0,0,0,122
5700,1926,572,572,572,539,1111,1,0,2,5,1,1,288,116.9
13500,1893,1237,1237,1521,1254,2775,3,1,3,9,1,2,880,325
11340,1920,723,723,723,363,1086,1,0,2,5,0,2,400,55
10800,1890,1313,1313,1313,1182,2495,2,0,5,10,1,2,342,184
9750,1959,784,984,984,0,984,1,0,2,5,0,1,308,110
12150,1954,1050,1050,1050,745,1795,2,0,4,7,0,1,352,131.5
12702,1956,0,0,882,0,882,1,0,2,4,0,1,308,97
8516,1958,869,869,1093,0,1093,1,0,2,5,0,1,308,115.5
7111,1928,329,1008,1143,0,1143,1,0,2,5,1,1,288,138
7425,1945,672,672,1195,473,1668,1,1,3,8,0,1,252,108
9100,1930,742,742,779,0,935,1,0,2,4,0,1,308,79.5
7010,1935,849,1024,1144,594,1738,2,0,3,6,1,1,240,153
6130,1924,0,784,784,0,784,1,0,2,5,0,0,0,109.5
5000,1941,72,672,832,378,1210,1,0,3,6,0,1,240,124
5870,1900,554,554,736,554,1290,1,1,3,6,0,1,200,106.9
6000,1940,460,981,1014,658,1672,1,1,3,6,1,1,240,164.9
6000,1924,949,949,949,0,949,1,0,2,5,1,2,370,119
6000,1929,862,862,950,208,1158,1,0,3,5,1,1,208,120
6000,1937,462,825,825,672,1497,2,0,3,5,0,1,672,157
6000,1939,475,739,874,468,1342,2,0,2,7,1,1,240,105
5000,1926,992,992,1013,0,1013,1,0,3,6,0,1,160,113
5520,1920,497,565,565,651,1216,1,0,3,6,1,1,355,115
5940,1946,,,896,0,896,1,0,2,4,0,1,280,79
6240,1929,624,704,624,512,1136,1,0,2,6,0,1,336,123
6120,1945,0,0,808,0,808,1,0,1,6,0,1,164,81.3
6240,1930,1078,1078,1128,445,1573,2,0,3,8,1,2,360,162.9
6240,1939,449,989,1245,764,2009,2,0,4,7,1,2,400,150
6120,1923,897,1100,1226,676,1902,2,0,4,7,0,2,576,123.5
6120,1931,952,952,1022,752,1774,2,0,2,8,2,2,468,129.9
6155,1920,611,611,751,611,1362,2,0,3,6,0,2,502,128
6324,1927,520,520,520,0,520,1,0,1,4,0,1,240,68.5
8635,1948,295,672,1072,213,1285,1,0,2,6,0,1,240,127
13053,1923,833,833,1053,795,1848,1,1,4,8,1,2,370,207
9120,1925,697,1026,1133,687,1820,2,0,4,8,0,1,240,184
9144,1915,810,810,1170,546,1716,2,0,4,8,0,2,672,162.5
9144,1940,484,883,988,517,1505,1,0,3,8,0,1,240,145
10267,1918,0,816,838,0,838,1,0,2,5,0,1,275,130
8094,1910,1046,1242,1242,742,1984,2,0,5,8,0,1,360,160
5100,1925,588,588,833,833,1666,1,0,3,7,1,1,228,161
4347,1910,796,796,825,784,1609,1,0,3,7,0,1,228,127.5
6291,1930,768,768,768,0,768,1,0,1,4,0,2,440,93.85
10266,1952,396,768,768,768,1536,1,1,4,7,0,1,308,136
6876,1938,1272,1272,1272,0,1969,2,0,4,9,1,2,400,141
10320,1915,880,880,880,428,1308,2,0,2,6,0,2,400,120
7200,1925,1040,1040,1040,0,1040,1,0,2,5,0,2,320,127.5
7006,1925,647,768,788,448,1236,2,0,3,6,1,1,384,127
7920,1920,319,319,1035,371,1406,1,0,3,6,0,0,0,89.5
8235,1955,0,825,825,0,825,1,0,2,4,0,2,720,125
5586,1920,901,901,1088,110,1198,1,0,4,7,0,0,0,79.9
10320,1912,451,451,759,0,759,1,0,1,5,0,2,576,85
10320,1915,536,536,808,536,1344,2,0,3,8,0,0,0,82.375
10320,1906,756,756,756,713,1469,1,0,3,7,0,1,216,135
9488,1947,1046,1046,1054,0,1054,1,0,3,6,0,1,240,124
8250,1968,210,952,1211,0,1211,1,0,3,5,1,1,322,134
21286,1948,720,720,720,551,1271,2,0,4,7,1,1,312,135
17120,1959,0,0,1120,468,1588,2,0,4,7,1,2,680,134.432
10106,1940,112,644,808,547,1355,2,0,4,6,0,0,0,127.5
11235,1963,197,981,1075,0,1075,1,0,3,6,0,2,440,148
11200,1965,134,1040,1040,0,1040,1,0,3,5,0,1,384,129.5
13014,1978,480,1008,1096,0,1096,1,0,3,6,1,2,484,157.5
7162,1966,876,876,904,0,904,1,0,3,6,0,1,408,109.9
10265,1967,234,992,992,0,992,1,0,3,6,0,1,294,145
9764,1967,192,894,894,0,894,1,0,3,5,0,2,450,130
7703,1978,0,450,1034,0,1034,1,0,3,6,1,2,504,153
9981,1967,852,1073,1073,0,1073,1,0,3,6,0,1,270,120
7400,1984,0,1060,1126,0,1126,1,0,2,5,0,2,506,152
12900,1969,0,1198,1258,0,1258,0,2,0,6,0,2,400,108.959
12900,1920,0,1300,1140,0,1140,1,0,3,6,0,2,400,95.541
9000,1959,718,1006,1006,0,1006,1,0,3,5,0,0,0,80
8544,1966,1228,1228,1228,0,1228,1,1,3,6,0,1,271,149.35
9239,1963,326,960,960,0,960,1,0,3,6,0,1,300,144.9
14175,1956,212,988,1188,0,1188,1,0,1,4,1,2,621,185
13284,1954,319,1383,1383,0,1383,1,0,3,6,1,1,354,165
13500,1960,93,1602,1252,0,1252,1,0,1,4,1,2,564,235
13825,1958,533,533,1021,580,1601,1,0,3,6,0,1,300,140
10200,1940,672,672,672,0,672,1,0,2,4,0,1,240,108
10532,1960,0,988,1721,0,1721,2,0,3,7,2,2,626,145
8375,1941,240,576,864,486,1350,1,1,2,6,0,3,627,152.4
10200,1970,160,864,904,0,904,1,0,3,5,0,3,912,144
2887,1996,288,1291,1291,0,1291,1,0,2,6,1,2,431,173
10005,1977,768,1160,1156,866,2022,2,1,4,8,1,2,505,192
20270,1979,925,1524,1524,0,1524,2,0,3,7,2,2,478,245
39104,1954,96,1385,1363,0,1363,1,0,2,5,2,2,439,241.5
53227,1954,248,1364,1663,0,1663,1,0,2,6,2,2,529,256
11512,1959,300,1019,1357,0,1357,1,0,2,5,1,1,312,177
5190,1948,570,570,617,462,1079,1,0,2,5,1,1,249,125.6
10452,1953,594,1094,1094,0,1094,1,0,3,5,2,2,495,155
45600,1908,907,907,1307,1051,2358,3,0,5,10,1,2,360,240
19550,1940,545,1580,1518,0,1518,1,0,2,5,2,0,0,260
21780,1918,1163,1163,1163,511,1674,2,0,4,8,1,2,396,185
13728,1935,501,1127,1236,872,2108,2,0,4,7,2,2,540,235
9571,1956,639,1509,1509,0,1509,1,0,3,6,1,1,322,159.9
9350,1975,0,864,864,0,864,1,0,2,4,0,0,0,99.6
9360,1962,297,621,621,648,1269,1,1,3,7,0,1,280,134.5
8405,1900,229,861,961,406,1367,1,0,4,7,0,1,384,119
7000,1910,148,1117,820,527,1347,1,0,3,5,0,0,0,107.5
10880,1950,124,1164,1164,0,1164,1,0,3,5,0,1,240,125
9600,1924,572,572,572,524,1096,1,0,2,5,0,0,0,79
9084,1941,0,616,616,495,1111,1,0,3,5,0,1,200,95
11839,1990,390,1475,1532,797,2329,2,1,4,10,1,2,514,262.28
9771,1995,298,1077,1093,1721,2814,2,1,4,9,1,2,614,260
9938,1994,331,1602,1626,0,1626,2,1,3,7,1,2,534,226.5
14171,1993,457,812,1101,1099,2200,2,1,4,9,1,2,453,225
10541,1996,672,672,1302,735,2037,2,1,3,8,1,2,472,229
10616,2007,628,628,628,728,1356,2,1,3,6,1,2,484,177.439
9345,2007,1615,1615,1615,0,1615,2,0,3,7,1,3,864,248.5
11778,2008,186,2271,2276,0,2276,2,0,3,7,2,3,1348,475
11778,2008,598,1751,1766,0,1766,2,1,3,8,2,3,874,395.039
11228,1993,499,1080,1080,1017,2097,2,1,3,9,1,3,678,228
11454,1995,631,1401,1511,0,1511,2,0,3,6,1,3,811,225
11500,1966,197,1182,1643,0,1643,2,0,2,6,1,2,438,195
12798,1997,154,616,616,1072,1688,2,1,4,8,0,2,603,200
9750,1994,268,990,990,0,990,1,0,3,5,0,2,528,155
9525,1995,1099,1099,1099,0,1099,1,1,3,6,0,1,352,144
9245,1994,304,990,990,0,990,1,0,3,5,0,2,672,145
8696,1997,110,1418,1418,0,1418,2,0,3,5,1,2,558,226.001
13142,1997,176,864,872,899,1771,2,1,3,6,0,2,600,215.7
8998,2000,255,782,782,870,1652,2,1,3,6,0,2,532,207.5
9179,1999,240,873,882,908,1790,2,1,3,7,0,2,588,193
8924,1998,880,880,880,844,1724,2,1,3,8,0,2,527,188
9382,1999,1468,1468,1479,0,1479,2,0,3,6,0,2,577,191
12803,2002,572,1494,1494,0,1494,2,0,3,6,1,2,530,221
12435,2001,602,963,963,829,1792,2,1,3,7,1,2,564,231.5
12192,2000,265,928,928,895,1823,2,1,3,6,0,2,626,235
11250,2001,434,920,920,866,1786,2,1,3,6,1,2,608,223.5
9200,1975,167,938,938,0,938,1,0,3,5,0,1,308,130.25
8385,1977,390,985,985,0,985,2,0,3,6,0,1,328,149.9
12250,1978,83,864,1174,0,1174,1,0,3,5,0,2,528,158
10970,1978,0,940,1026,0,1026,1,0,3,5,0,2,576,147
9216,1975,782,1076,1076,0,1076,1,1,3,5,1,2,576,143.195
14330,1975,180,864,1558,0,1558,2,0,2,5,0,2,440,163
7990,1975,924,924,924,0,924,1,0,3,5,0,1,280,110
7180,1972,474,864,864,0,864,1,0,3,5,0,1,352,127
7200,1972,148,780,780,0,780,1,0,2,4,0,1,352,124.9
9742,2002,1777,1777,1795,0,1795,2,0,3,7,1,2,534,230
9473,2002,324,1128,1128,903,2031,2,1,3,7,1,2,577,237
10316,2000,257,992,992,873,1865,2,1,3,7,1,3,839,235
10400,2001,1257,1257,1290,871,2161,2,1,3,8,1,2,570,230.5
9066,1999,336,1004,1004,848,1852,2,1,3,7,2,3,660,230
11404,1998,901,1153,1153,878,2031,2,1,3,8,1,2,541,222.5
9240,2001,1055,1055,1055,1208,2263,2,1,3,7,1,2,905,287
9720,2001,163,1357,1366,581,1947,2,1,3,7,1,3,725,274
14860,2002,240,1778,1786,0,1786,2,0,3,6,1,3,715,300
11250,2002,1128,1128,1149,1141,2290,2,1,4,9,1,2,779,255.9
8158,2003,334,884,884,884,1768,2,1,3,8,0,2,543,224.9
10905,2003,1129,1129,1129,1198,2327,2,1,4,9,1,2,596,240
7226,2003,798,798,798,842,1640,2,1,3,6,0,2,595,183
11690,1999,850,850,886,878,1764,2,1,3,7,1,2,560,207
8750,1994,273,915,933,975,1908,2,1,4,8,1,2,493,210
4435,2003,162,848,848,0,848,1,0,1,3,0,2,420,136.5
4426,2004,186,848,848,0,848,1,0,1,3,0,2,420,145
13125,1997,484,1478,1493,0,1493,2,0,3,7,1,2,508,208.9
10126,1997,83,1838,1838,0,1838,2,0,2,8,0,3,721,185
9135,2002,726,1536,1536,0,1536,2,0,3,7,0,2,532,214
8450,2003,150,856,856,854,1710,2,1,3,8,0,2,548,208.5
9750,2004,1421,1445,1445,0,1445,2,0,3,6,0,2,470,186.5
8450,2004,490,1436,1436,0,1436,2,0,3,8,0,2,484,210
8320,2004,280,770,770,812,1582,2,1,3,6,0,2,520,185.9
11049,2007,1234,1234,1234,0,1234,2,0,3,7,0,2,484,179.9
11058,2007,1508,1564,1564,0,1564,2,0,3,6,0,3,814,218.836
9627,2007,1327,1351,1361,0,1361,2,0,3,6,0,2,610,193
8199,2005,80,728,728,728,1456,2,1,3,7,1,2,410,189
4426,2004,151,848,848,0,848,1,0,1,3,1,2,420,149.3
4426,2004,151,848,848,0,848,1,0,1,3,1,2,420,141
4438,2004,186,848,848,0,848,1,0,1,3,1,2,420,149
4438,2004,186,848,848,0,848,1,0,1,4,1,2,420,144.5
8777,1910,796,796,796,0,796,1,0,2,4,0,0,0,85
8777,1900,188,1272,1272,928,2200,2,2,4,9,0,0,0,145.9
9825,1966,483,1092,1092,0,1092,1,0,3,6,0,1,264,123
9937,1965,136,1256,1256,0,1256,1,1,3,6,0,1,276,147.5
12102,1976,0,456,1033,0,1033,1,0,3,6,0,2,504,165
6500,1976,94,1127,1127,0,1127,1,1,3,6,1,2,480,135
13907,1940,706,996,996,0,996,1,0,3,6,1,0,0,108
10012,1972,38,1138,1181,0,1181,2,0,3,6,0,2,588,137.5
6931,2003,746,746,760,896,1656,2,1,3,7,1,2,397,165.4
9638,1977,541,1029,1117,0,1117,1,0,3,6,1,2,542,147
7200,1976,396,684,684,714,1398,1,1,3,6,1,2,440,160.5
7024,2005,108,1132,1132,0,1132,1,1,2,5,0,2,451,176
47007,1959,0,0,3820,0,3820,3,1,5,11,2,2,624,284.7
63887,2008,466,6110,4692,950,5642,2,1,3,12,3,2,1418,160
3675,2005,88,547,1072,0,1072,1,0,2,5,0,2,525,148
6040,1955,0,0,1152,0,1152,2,0,2,6,0,0,0,82
6012,1955,0,0,1152,0,1152,2,0,2,6,0,0,0,82
12108,1955,1307,1440,1440,0,1440,2,0,4,8,0,0,0,118
6845,1955,0,0,1152,0,1152,2,0,2,6,0,0,0,82.5
6931,1955,0,784,784,0,784,1,0,2,4,0,0,0,91.9
12180,1938,585,585,585,468,1053,1,1,2,5,0,0,0,120
8050,1947,0,0,929,208,1137,1,1,4,8,0,0,0,96
9520,1953,144,911,930,0,930,1,0,2,5,0,1,286,99
11767,1946,416,768,768,432,1200,1,0,3,6,0,1,240,130.5
8172,1954,941,941,997,473,1470,2,0,4,7,0,1,548,135
16466,1955,816,816,872,521,1393,1,1,3,8,0,1,300,135.5
7692,1954,416,416,1204,0,1204,1,0,3,6,0,1,312,100
5142,1923,725,949,949,343,1292,1,1,3,6,0,1,205,108
5604,1925,396,864,864,0,864,1,0,2,5,0,0,0,98
8248,1914,823,864,864,0,864,1,0,2,5,0,0,0,67
5687,1912,570,780,936,780,1716,2,0,6,9,0,0,0,135.9
12155,1925,516,672,810,672,1482,2,0,4,7,0,1,400,140
8400,1939,342,720,1052,720,2192,2,1,4,8,1,1,240,179.5
8400,1925,758,1181,1390,304,1694,2,0,4,7,1,2,576,136.5
7290,1921,1228,1228,1424,0,1424,2,0,2,7,1,1,312,168
8525,1911,940,940,1024,940,1964,1,1,4,7,0,0,0,130
9842,1921,612,612,990,1611,2601,3,1,4,8,0,2,621,189
7804,1930,0,960,960,960,1920,2,2,4,10,2,2,480,161.9
8969,1926,265,644,672,644,1316,1,0,2,6,1,1,369,145
11526,1922,588,588,1423,748,2555,2,0,3,11,1,2,672,191
15576,1915,840,840,840,840,1680,2,0,4,8,0,1,308,177
15564,1914,676,676,676,588,1264,1,0,3,6,0,2,400,147.5
6292,1930,384,768,790,0,790,1,0,2,4,0,1,160,91
7609,1925,392,798,798,714,1512,2,0,3,7,1,1,180,231
10480,1936,1064,1064,1166,0,1639,1,0,3,6,0,1,240,115
9650,1923,784,784,819,784,1603,1,0,4,7,1,2,599,138
7200,1931,776,776,851,651,1502,1,1,3,6,1,1,270,149
11988,1934,389,715,849,811,1660,1,1,3,6,1,1,240,188.7
11700,1937,336,942,1265,673,1938,2,0,4,7,1,1,240,198
9260,1938,884,884,932,442,1374,1,0,3,6,0,1,225,110
7801,1951,591,1091,1091,0,1091,1,0,2,5,1,1,344,104
9670,1935,398,608,983,890,1873,1,1,4,9,2,2,786,257.076
14100,1935,536,728,1968,1479,3447,3,1,4,11,2,3,1014,381
15660,1939,457,798,1137,817,1954,1,1,3,8,2,2,431,311.5
12392,1950,397,832,1218,943,2161,2,1,3,8,2,2,506,263.4
26073,1956,782,1898,1898,0,1898,2,1,3,7,2,2,484,236.5
14778,1954,568,1296,1640,0,1640,1,0,3,7,1,2,924,224
1879,1980,150,516,516,516,1032,1,0,2,5,1,2,462,116.5
1950,1980,23,716,716,840,1556,2,1,3,6,1,2,452,151
7000,1926,555,894,919,0,919,1,0,2,5,0,1,195,126
6000,1940,720,720,760,330,1090,1,0,3,5,0,1,240,120
3636,1922,796,796,796,0,796,1,0,2,5,0,0,0,55
5890,1930,278,816,816,0,816,1,0,2,5,0,1,432,120.5
6900,1940,212,740,778,0,778,1,0,2,4,1,1,924,120.5
8155,1930,780,780,780,420,1200,1,0,4,7,0,0,0,119
6000,1967,367,624,1092,564,1656,1,1,3,7,1,1,288,126
7392,1930,520,520,912,0,912,1,0,2,5,0,1,360,99.5
9000,1958,821,1151,1151,804,1955,2,0,4,7,0,1,356,165.5
14584,1952,0,0,733,0,733,1,0,2,4,0,2,487,13.1
5280,1895,173,173,825,536,1361,1,0,2,6,0,1,185,89
8500,1920,649,649,649,668,1317,1,0,3,6,0,1,250,40
5150,1910,356,356,671,378,1049,1,0,2,5,0,1,195,80.9
18000,1935,894,894,894,0,894,1,0,2,6,0,3,1248,81
9000,1920,592,592,432,432,864,1,1,3,5,0,1,216,65
5587,2008,120,1600,1652,0,1652,2,0,2,5,1,2,482,392.5
3843,2007,120,1596,1648,0,1648,2,0,2,5,1,2,525,294.464
3811,2004,120,1594,1646,0,1646,2,0,2,5,1,2,482,250
3842,2004,221,1594,1646,0,1646,2,0,2,5,1,2,482,275
23730,1996,1140,1840,2032,0,2032,3,0,3,7,0,3,786,300
13265,2002,350,1568,1689,0,1689,2,0,3,7,2,3,857,271
11050,1996,910,910,910,910,1820,2,1,3,8,1,3,816,213
9880,1977,574,1096,1118,0,1118,1,0,3,6,1,1,358,171
10125,1977,276,1196,1279,0,1279,2,0,3,6,2,2,473,171.5
10260,1976,0,0,936,936,1872,2,2,4,8,0,2,484,100
9990,1991,297,1680,1689,0,1689,2,0,3,6,1,2,432,228.5
164660,1965,103,1499,1619,167,1786,2,0,3,7,2,2,529,228.95
4084,1986,384,1277,1501,0,1501,2,0,2,6,1,2,512,241.5
15498,1976,0,1565,2898,0,2898,2,0,2,10,1,2,665,287
11563,2006,482,1518,1537,0,1537,2,0,3,8,0,3,788,294
9520,2007,125,1638,1646,0,1646,2,0,3,7,1,3,800,293.077
12852,2007,150,920,920,860,1780,2,1,3,6,1,2,612,264.966
9802,2006,352,352,712,730,1442,2,1,3,6,0,2,400,172.5
9735,2006,384,384,754,640,1394,2,1,3,7,0,2,400,167.5
12018,2008,796,796,796,816,1612,2,1,3,6,0,3,666,218.689
12890,1989,1495,1495,1495,0,1495,2,0,3,8,1,2,438,150
12416,1986,0,1606,1651,0,1651,2,0,3,7,1,2,616,184
18265,1986,276,1256,1256,0,1256,2,0,3,6,1,2,578,180
10200,1988,678,1461,1509,0,1509,2,0,3,5,1,2,600,175
11202,2003,403,1432,1440,0,1440,2,0,3,7,1,2,467,232.5
7915,1999,443,1666,1675,0,1675,2,0,3,6,0,2,435,195
12244,2003,611,1482,1482,780,2262,2,1,4,10,2,3,749,305
